Instance,M,N,Objective,Distance,Time,TotalIteration,ElapsedTime,AlgFlag
2_9,2,9,76.9759,53.9518,1.89879,1000000,6.22979,3
2_9,2,9,76.9759,53.9518,1.89879,1000000,6.14526,3
2_9,2,9,76.9759,53.9518,1.89879,1000000,6.33404,3
2_9,2,9,76.9759,53.9518,1.89879,1000000,6.18335,3
2_9,2,9,76.9759,53.9518,1.89879,1000000,6.18232,3
2_10,2,10,89.6784,79.3569,2.60892,1000000,5.41831,3
2_10,2,10,89.4477,78.8954,2.59739,1000000,5.43823,3
2_10,2,10,89.4477,78.8954,2.59739,1000000,5.42382,3
2_10,2,10,89.4477,78.8954,2.59739,1000000,5.38352,3
2_10,2,10,89.0347,78.0695,2.57674,1000000,5.38623,3
2_10,2,10,89.763,79.5259,2.61315,1000000,5.38255,3
2_10,2,10,89.4477,78.8954,2.59739,1000000,5.40595,3
2_10,2,10,89.5146,79.0293,2.60073,1000000,5.40917,3
2_10,2,10,89.5146,79.0293,2.60073,1000000,5.36702,3
2_10,2,10,89.0347,78.0695,2.57674,1000000,5.53211,3
2_11,2,11,89.4277,78.8554,2.64638,1000000,5.48988,3
2_11,2,11,89.4277,78.8554,2.64638,1000000,5.59721,3
2_11,2,11,89.8223,79.6447,2.66612,1000000,5.63183,3
2_11,2,11,89.4277,78.8554,2.64638,1000000,5.79637,3
2_11,2,11,89.4277,78.8554,2.64638,1000000,5.54929,3
2_11,2,11,89.8223,79.6447,2.66612,1000000,5.59245,3
2_11,2,11,89.6673,79.3347,2.65837,1000000,5.5482,3
2_11,2,11,89.4277,78.8554,2.64638,1000000,5.55701,3
2_11,2,11,89.4277,78.8554,2.64638,1000000,5.54497,3
2_11,2,11,89.4277,78.8554,2.64638,1000000,5.56418,3
2_12,2,12,141.385,82.7703,2.91926,1000000,82.9557,3
2_12,2,12,142.198,84.396,2.9599,1000000,82.2135,3
2_12,2,12,140.139,80.2789,2.85697,1000000,6.45422,3
2_12,2,12,139.202,78.4043,2.81011,1000000,6.61883,3
2_12,2,12,139.202,78.4043,2.81011,1000000,6.45627,3
2_12,2,12,140.139,80.2789,2.85697,1000000,6.4736,3
2_12,2,12,139.202,78.4043,2.81011,1000000,82.1863,3
2_12,2,12,141.857,83.7132,2.94283,1000000,83.6615,3
2_12,2,12,140.499,80.9986,2.87496,1000000,6.60997,3
2_12,2,12,142.371,84.7416,2.96854,1000000,83.5972,3
2_13,2,13,145.935,91.8699,3.29675,1000000,56.646,3
2_13,2,13,145.01,90.0208,3.25052,1000000,6.85377,3
2_13,2,13,143.433,86.8665,3.17166,1000000,56.9278,3
2_13,2,13,145.966,91.931,3.29828,1000000,6.72368,3
2_13,2,13,146.289,92.5773,3.31443,1000000,6.70849,3
2_13,2,13,144.391,88.781,3.21953,1000000,56.5889,3
2_13,2,13,147.616,95.233,3.38082,1000000,6.72474,3
2_13,2,13,149.889,99.7782,3.49446,1000000,6.73007,3
2_13,2,13,148.816,97.6314,3.44079,1000000,6.88484,3
2_13,2,13,148.787,97.5742,3.43936,1000000,56.7405,3
2_14,2,14,149.676,99.3515,3.47546,1000000,7.42615,3
2_14,2,14,148.42,96.8408,3.41269,1000000,7.48864,3
2_14,2,14,150.11,100.219,3.49714,1000000,80.183,3
2_14,2,14,148.828,97.6566,3.43308,1000000,81.7968,3
2_14,2,14,150.892,101.784,3.53627,1000000,7.39096,3
2_14,2,14,150.885,101.771,3.53594,1000000,81.5389,3
2_14,2,14,149.574,99.1471,3.47035,1000000,7.4788,3
2_14,2,14,150.904,101.808,3.53687,1000000,81.1571,3
2_14,2,14,149.578,99.1568,3.47059,1000000,81.5045,3
2_14,2,14,146.102,92.2045,3.29678,1000000,93.1982,3
2_15,2,15,143.784,87.5673,3.10585,1000000,7.71938,3
2_15,2,15,144.064,88.1278,3.11986,1000000,100.819,3
2_15,2,15,142.102,84.2048,3.02179,1000000,100.548,3
2_15,2,15,146.022,92.0448,3.21779,1000000,101.02,3
2_15,2,15,145.217,90.4341,3.17752,1000000,7.81665,3
2_15,2,15,144.492,88.9834,3.14125,1000000,7.58367,3
2_15,2,15,145.104,90.2079,3.17186,1000000,7.82141,3
2_15,2,15,146.437,92.8745,3.23853,1000000,99.2764,3
2_15,2,15,144.784,89.5684,3.15588,1000000,7.68092,3
2_15,2,15,146.35,92.7002,3.23417,1000000,7.74324,3
2_16,2,16,148.326,96.6529,3.42465,1000000,7.91683,3
2_16,2,16,152.698,105.395,3.64321,1000000,106.096,3
