Instance,M,N,Objective,Distance,Time,TotalIteration,ElapsedTime,AlgFlag
2_17,2,17,142.09,84.1801,3.2545,20000,8.3258,1
2_17,2,17,143.843,87.6864,3.34216,20000,8.32129,1
2_17,2,17,142.864,85.7279,3.2932,20000,8.94492,1
2_17,2,17,142.09,84.1801,3.2545,20000,8.50395,1
2_17,2,17,142.09,84.1801,3.2545,20000,8.69939,1
2_17,2,17,144.334,88.6678,3.36669,20000,8.79216,1
2_17,2,17,142.09,84.1801,3.2545,20000,8.75162,1
2_17,2,17,143.843,87.6864,3.34216,20000,8.36519,1
2_18,2,18,150.315,100.63,3.68242,20000,8.46092,1
2_18,2,18,150.121,100.243,3.67274,20000,9.0227,1
2_18,2,18,151.613,103.227,3.74734,20000,8.6992,1
2_18,2,18,151.613,103.227,3.74734,20000,8.98102,1
2_18,2,18,150.315,100.63,3.68242,20000,8.4414,1
2_18,2,18,151.613,103.227,3.74734,20000,8.69135,1
2_18,2,18,151.137,102.275,3.72354,20000,8.56843,1
2_18,2,18,150.121,100.243,3.67274,20000,8.5285,1
2_18,2,18,151.613,103.227,3.74734,20000,8.84446,1
2_18,2,18,151.27,102.539,3.73015,20000,8.55929,1
2_19,2,19,263.277,126.553,4.44716,20000,10.5482,1
2_19,2,19,261.609,123.217,4.36376,20000,9.72828,1
2_19,2,19,262.749,125.499,4.4208,20000,11.4203,1
2_19,2,19,262.749,125.499,4.4208,20000,11.743,1
2_19,2,19,261.609,123.217,4.36376,20000,10.1316,1
2_19,2,19,262.749,125.499,4.4208,20000,11.7374,1
2_19,2,19,261.619,123.237,4.36426,20000,9.91795,1
2_19,2,19,262.742,125.484,4.42043,20000,10.7456,1
2_19,2,19,261.291,122.582,4.34788,20000,11.3362,1
2_19,2,19,261.619,123.237,4.36426,20000,9.9563,1
2_20,2,20,155.571,111.142,3.97022,20000,9.62365,1
2_20,2,20,156.564,113.129,4.01989,20000,9.2391,1
2_20,2,20,161.053,122.106,4.24432,20000,9.17198,1
2_20,2,20,155.571,111.142,3.97022,20000,9.56762,1
2_20,2,20,156.935,113.869,4.0384,20000,9.10476,1
2_20,2,20,156.129,112.258,3.99812,20000,9.152,1
2_20,2,20,156.564,113.129,4.01989,20000,9.2996,1
2_20,2,20,161.479,122.958,4.26561,20000,8.93567,1
2_20,2,20,160.734,121.468,4.22837,20000,8.98607,1
2_20,2,20,156.129,112.258,3.99812,20000,9.44666,1
3_5,3,5,70.7504,41.5007,1.42918,20000,2.37154,1
3_5,3,5,70.7504,41.5007,1.42918,20000,2.40374,1
3_5,3,5,70.7504,41.5007,1.42918,20000,2.35435,1
3_5,3,5,70.7504,41.5007,1.42918,20000,2.36813,1
3_5,3,5,70.7504,41.5007,1.42918,20000,2.34784,1
3_5,3,5,70.7504,41.5007,1.42918,20000,2.37256,1
3_5,3,5,70.7504,41.5007,1.42918,20000,2.36351,1
3_5,3,5,70.7504,41.5007,1.42918,20000,2.39352,1
3_5,3,5,70.7504,41.5007,1.42918,20000,2.35492,1
3_5,3,5,70.7504,41.5007,1.42918,20000,2.3717,1
3_6,3,6,131.693,63.3858,1.98465,20000,4.46517,1
3_6,3,6,131.693,63.3858,1.98465,20000,4.49079,1
3_6,3,6,131.693,63.3858,1.98465,20000,4.50532,1
3_6,3,6,131.693,63.3858,1.98465,20000,4.48348,1
3_6,3,6,131.693,63.3858,1.98465,20000,4.59453,1
3_6,3,6,131.693,63.3858,1.98465,20000,4.49278,1
3_6,3,6,131.693,63.3858,1.98465,20000,4.52566,1
3_6,3,6,131.693,63.3858,1.98465,20000,4.52595,1
3_6,3,6,131.693,63.3858,1.98465,20000,4.5484,1
3_6,3,6,131.693,63.3858,1.98465,20000,4.50455,1
3_7,3,7,75.158,50.3161,1.59957,20000,2.88929,1
3_7,3,7,75.158,50.3161,1.59957,20000,2.88949,1
3_7,3,7,75.158,50.3161,1.59957,20000,2.89068,1
3_7,3,7,75.158,50.3161,1.59957,20000,2.90548,1
3_7,3,7,75.158,50.3161,1.59957,20000,2.87658,1
3_7,3,7,75.158,50.3161,1.59957,20000,2.88637,1
3_7,3,7,75.158,50.3161,1.59957,20000,2.89575,1
3_7,3,7,75.158,50.3161,1.59957,20000,2.89575,1
3_7,3,7,75.158,50.3161,1.59957,20000,2.90969,1
3_7,3,7,75.158,50.3161,1.59957,20000,2.89345,1
3_8,3,8,127.795,55.5907,1.93977,20000,4.21987,1
3_8,3,8,127.795,55.5907,1.93977,20000,4.33195,1
3_8,3,8,127.795,55.5907,1.93977,20000,4.18502,1
3_8,3,8,127.795,55.5907,1.93977,20000,4.17578,1
3_8,3,8,127.795,55.5907,1.93977,20000,4.18287,1
3_8,3,8,127.795,55.5907,1.93977,20000,4.17809,1
3_8,3,8,127.795,55.5907,1.93977,20000,4.25653,1
3_8,3,8,127.795,55.5907,1.93977,20000,4.21559,1
3_8,3,8,127.795,55.5907,1.93977,20000,4.20736,1
3_8,3,8,127.795,55.5907,1.93977,20000,4.19669,1
3_9,3,9,127.302,54.6032,1.98175,20000,4.747,1
3_9,3,9,127.302,54.6032,1.98175,20000,4.74826,1
3_9,3,9,127.302,54.6032,1.98175,20000,4.7924,1
3_9,3,9,127.302,54.6032,1.98175,20000,4.71231,1
3_9,3,9,127.302,54.6032,1.98175,20000,4.68289,1
3_9,3,9,127.302,54.6032,1.98175,20000,4.72891,1
3_9,3,9,127.302,54.6032,1.98175,20000,4.85169,1
3_9,3,9,127.302,54.6032,1.98175,20000,4.66259,1
3_9,3,9,127.302,54.6032,1.98175,20000,4.6965,1
3_9,3,9,127.302,54.6032,1.98175,20000,4.6768,1
3_10,3,10,139.567,79.1349,2.6117,20000,6.01926,1
3_10,3,10,139.567,79.1349,2.6117,20000,5.88745,1
3_10,3,10,139.567,79.1349,2.6117,20000,5.88398,1
3_10,3,10,139.567,79.1349,2.6117,20000,5.84851,1
3_10,3,10,139.567,79.1349,2.6117,20000,5.95686,1
3_10,3,10,139.567,79.1349,2.6117,20000,6.05606,1
3_10,3,10,139.567,79.1349,2.6117,20000,5.90645,1
3_10,3,10,139.567,79.1349,2.6117,20000,5.90872,1
3_10,3,10,139.567,79.1349,2.6117,20000,5.94772,1
3_10,3,10,139.567,79.1349,2.6117,20000,5.8926,1
3_11,3,11,128.049,56.099,2.17747,20000,6.53947,1
3_11,3,11,128.049,56.099,2.17747,20000,6.68395,1
3_11,3,11,128.049,56.099,2.17747,20000,6.61411,1
3_11,3,11,128.049,56.099,2.17747,20000,6.72462,1
3_11,3,11,128.049,56.099,2.17747,20000,6.62566,1
3_11,3,11,128.049,56.099,2.17747,20000,6.73739,1
3_11,3,11,128.049,56.099,2.17747,20000,6.58317,1
3_11,3,11,128.049,56.099,2.17747,20000,6.74018,1
3_11,3,11,128.049,56.099,2.17747,20000,6.86254,1
3_11,3,11,128.049,56.099,2.17747,20000,6.77319,1
3_12,3,12,139.369,78.738,2.68512,20000,6.48632,1
3_12,3,12,139.369,78.738,2.68512,20000,6.50708,1
3_12,3,12,139.369,78.738,2.68512,20000,6.54212,1
3_12,3,12,139.369,78.738,2.68512,20000,6.73485,1
3_12,3,12,139.369,78.738,2.68512,20000,6.5053,1
3_12,3,12,139.369,78.738,2.68512,20000,6.65924,1
3_12,3,12,139.369,78.738,2.68512,20000,6.45535,1
3_12,3,12,139.369,78.738,2.68512,20000,6.5307,1
3_12,3,12,139.369,78.738,2.68512,20000,6.47361,1
3_12,3,12,139.369,78.738,2.68512,20000,6.60486,1
3_13,3,13,131.445,62.8907,2.4306,20000,7.44508,1
3_13,3,13,131.445,62.8907,2.4306,20000,6.96875,1
3_13,3,13,131.445,62.8907,2.4306,20000,7.10357,1
3_13,3,13,131.445,62.8907,2.4306,20000,7.02239,1
3_13,3,13,131.445,62.8907,2.4306,20000,7.12183,1
3_13,3,13,131.445,62.8907,2.4306,20000,7.08397,1
3_13,3,13,131.445,62.8907,2.4306,20000,6.93689,1
3_13,3,13,131.445,62.8907,2.4306,20000,7.23104,1
3_13,3,13,131.445,62.8907,2.4306,20000,7.00121,1
3_13,3,13,131.445,62.8907,2.4306,20000,7.15461,1
3_14,3,14,139.758,79.5162,2.72124,20000,5.51699,1
3_14,3,14,139.758,79.5162,2.72124,20000,5.4708,1
3_14,3,14,139.758,79.5162,2.72124,20000,5.52149,1
3_14,3,14,139.758,79.5162,2.72124,20000,5.49105,1
3_14,3,14,139.758,79.5162,2.72124,20000,5.51975,1
3_14,3,14,139.758,79.5162,2.72124,20000,5.52027,1
3_14,3,14,139.758,79.5162,2.72124,20000,5.50767,1
3_14,3,14,139.758,79.5162,2.72124,20000,5.46751,1
3_14,3,14,139.758,79.5162,2.72124,20000,5.5347,1
3_14,3,14,139.758,79.5162,2.72124,20000,5.45202,1
3_15,3,15,194.871,89.7426,3.34357,20000,7.54044,1
3_15,3,15,195.695,91.39,3.38475,20000,8.02689,1
3_15,3,15,194.718,89.436,3.3359,20000,7.95757,1
3_15,3,15,194.651,89.3021,3.33255,20000,8.03426,1
3_15,3,15,193.277,86.5535,3.26384,20000,8.03093,1
3_15,3,15,194.651,89.3021,3.33255,20000,8.11021,1
3_15,3,15,193.277,86.5535,3.26384,20000,8.16993,1
3_15,3,15,193.277,86.5535,3.26384,20000,8.46881,1
3_15,3,15,193.277,86.5535,3.26384,20000,8.63244,1
3_15,3,15,193.277,86.5535,3.26384,20000,8.50765,1
3_16,3,16,146.99,93.9797,3.40783,20000,8.82638,1
3_16,3,16,148.831,97.6623,3.49989,20000,8.76989,1
3_16,3,16,146.99,93.9797,3.40783,20000,8.38572,1
3_16,3,16,148.683,97.3668,3.4925,20000,8.28522,1
3_16,3,16,148.232,96.4633,3.46992,20000,8.37802,1
